"bluestock fintech — nifty 100  |  cash flow  |  1,187 records",unnamed: 1,unnamed: 2,unnamed: 3,unnamed: 4,unnamed: 5,unnamed: 6,year_label,fiscal_year
id,company_id,year,operating_activity,investing_activity,financing_activity,net_cash_flow,company_id,
1002,SHREECEM,Jun 2013,1260,-270,-982,8,SHREECEM,
1003,SHREECEM,Jun 2014,1401,-1234,-156,11,SHREECEM,
1004,SHREECEM,Jun 2015,1239,-990,-259,-10,SHREECEM,
1005,SHREECEM,Mar 2016,1566,-1265,-271,31,SHREECEM,
1006,SHREECEM,Mar 2017,2202,-2048,-167,-13,SHREECEM,
1007,SHREECEM,Mar 2018,1879,-3595,1726,10,SHREECEM,
1008,SHREECEM,Mar 2019,2080,-720,-1276,84,SHREECEM,
1009,SHREECEM,Mar 2020,3973,-5590,1581,-36,SHREECEM,
1010,SHREECEM,Mar 2021,4254,-2651,-1233,370,SHREECEM,
1011,SHREECEM,Mar 2022,2668,-2143,-849,-324,SHREECEM,
1012,SHREECEM,Mar 2023,2569,-2405,-277,-113,SHREECEM,
1013,SHREECEM,Mar 2024,3347,-1418,-1710,220,SHREECEM,
1014,SHRIRAMFIN,Mar 2013,-8359,-41,9060,661,SHRIRAMFIN,
1015,SHRIRAMFIN,Mar 2014,-4055,-112,5010,843,SHRIRAMFIN,
1016,SHRIRAMFIN,Mar 2015,-9611,-45,7836,-1819,SHRIRAMFIN,
1017,SHRIRAMFIN,Mar 2016,-5507,-36,2822,-2721,SHRIRAMFIN,
1018,SHRIRAMFIN,Mar 2017,-2677,-2,3017,338,SHRIRAMFIN,
1019,SHRIRAMFIN,Mar 2018,-13142,86,13014,-42,SHRIRAMFIN,
1020,SHRIRAMFIN,Mar 2019,-5535,-76,5550,-62,SHRIRAMFIN,
1021,SHRIRAMFIN,Mar 2020,-2464,-55,4579,2060,SHRIRAMFIN,
1022,SHRIRAMFIN,Mar 2021,-4239,-25,12226,7962,SHRIRAMFIN,
1023,SHRIRAMFIN,Mar 2022,-8859,-34,8505,-388,SHRIRAMFIN,
1024,SHRIRAMFIN,Mar 2023,-17625,5076,11820,-730,SHRIRAMFIN,
1025,SHRIRAMFIN,Mar 2024,-31101,-258,27609,-3750,SHRIRAMFIN,
1026,SIEMENS,Sep 2011,3,264,-196,70,SIEMENS,
1027,SIEMENS,Sep 2014,608,130,-220,517,SIEMENS,
1028,SIEMENS,Sep 2015,574,646,-245,975,SIEMENS,
1029,SIEMENS,Sep 2016,513,237,-1614,-864,SIEMENS,
1030,SIEMENS,Sep 2017,573,1321,-285,1610,SIEMENS,
1031,SIEMENS,Sep 2018,100,-174,-305,-379,SIEMENS,
1032,SIEMENS,Sep 2019,1273,-1135,-312,-174,SIEMENS,
1033,SIEMENS,Sep 2020,720,871,-386,1205,SIEMENS,
1034,SIEMENS,Sep 2021,1422,-2389,-502,-1469,SIEMENS,
1035,SIEMENS,Sep 2022,978,-34,-392,552,SIEMENS,
1036,SIEMENS,Sep 2023,1400,-759,-450,191,SIEMENS,
1037,SIEMENS,Sep 2024,1670,-502,-523,644,SIEMENS,
1038,SUNPHARMA,Mar 2013,3357,-2375,-665,316,SUNPHARMA,
1039,SUNPHARMA,Mar 2014,3959,-2176,507,2290,SUNPHARMA,
1040,SUNPHARMA,Mar 2015,5616,-1502,-1187,2927,SUNPHARMA,
1041,SUNPHARMA,Mar 2016,6686,-3949,-1889,848,SUNPHARMA,
1042,SUNPHARMA,Mar 2017,7082,-4186,-2285,611,SUNPHARMA,
1043,SUNPHARMA,Mar 2018,3907,-3104,-1539,-736,SUNPHARMA,
1044,SUNPHARMA,Mar 2019,2196,-310,-2731,-844,SUNPHARMA,
1045,SUNPHARMA,Mar 2020,6555,-2225,-5715,-1386,SUNPHARMA,
1046,SUNPHARMA,Mar 2021,6170,407,-5980,596,SUNPHARMA,
1047,SUNPHARMA,Mar 2022,8985,-5556,-5193,-1765,SUNPHARMA,
1048,SUNPHARMA,Mar 2023,4959,-7220,2376,115,SUNPHARMA,
1049,SUNPHARMA,Mar 2024,12135,-763,-6710,4662,SUNPHARMA,
1050,TATACONSUM,Mar 2013,173,24,186,383,TATACONSUM,
1051,TATACONSUM,Mar 2014,422,-1,-363,57,TATACONSUM,
1052,TATACONSUM,Mar 2015,418,-207,-392,-182,TATACONSUM,
1053,TATACONSUM,Mar 2016,116,145,-282,-21,TATACONSUM,
1054,TATACONSUM,Mar 2017,741,145,-816,70,TATACONSUM,
1055,TATACONSUM,Mar 2018,356,-31,-30,294,TATACONSUM,
1056,TATACONSUM,Mar 2019,210,53,-224,39,TATACONSUM,
1057,TATACONSUM,Mar 2020,1082,-622,-308,152,TATACONSUM,
1058,TATACONSUM,Mar 2021,1656,-346,-426,884,TATACONSUM,
1059,TATACONSUM,Mar 2022,1516,-1317,-995,-796,TATACONSUM,
1060,TATACONSUM,Mar 2023,1461,-834,-714,-87,TATACONSUM,
1061,TATACONSUM,Mar 2024,1937,-1911,256,281,TATACONSUM,
1062,TATAMOTORS,Mar 2013,22163,-22969,-1692,-2499,TATAMOTORS,
1063,TATAMOTORS,Mar 2014,36151,-27991,-3883,4277,TATAMOTORS,
1064,TATAMOTORS,Mar 2015,35531,-36232,5201,4500,TATAMOTORS,
1065,TATAMOTORS,Mar 2016,37900,-36694,-3795,-2589,TATAMOTORS,
1066,TATAMOTORS,Mar 2017,30199,-39571,6205,-3167,TATAMOTORS,
1067,TATAMOTORS,Mar 2018,23857,-25139,2012,730,TATAMOTORS,
1068,TATAMOTORS,Mar 2019,18891,-20878,8830,6843,TATAMOTORS,
1069,TATAMOTORS,Mar 2020,26633,-33115,3390,-3092,TATAMOTORS,
1070,TATAMOTORS,Mar 2021,29001,-25672,9904,13232,TATAMOTORS,
1071,TATAMOTORS,Mar 2022,14283,-4444,-3380,6459,TATAMOTORS,
1072,TATAMOTORS,Mar 2023,35388,-15417,-26243,-6272,TATAMOTORS,
1073,TATAMOTORS,Mar 2024,67915,-22782,-37006,8128,TATAMOTORS,
1074,TATAPOWER,Mar 2013,3286,-4026,-593,-1333,TATAPOWER,
1075,TATAPOWER,Mar 2014,6483,-3609,-3265,-392,TATAPOWER,
1076,TATAPOWER,Mar 2015,5981,-3865,-2239,-123,TATAPOWER,
1077,TATAPOWER,Mar 2016,7415,-1805,-6183,-574,TATAPOWER,
1078,TATAPOWER,Mar 2017,7014,-7373,937,579,TATAPOWER,
1079,TATAPOWER,Mar 2018,6364,-1512,-4726,126,TATAPOWER,
1080,TATAPOWER,Mar 2019,4574,-272,-5184,-883,TATAPOWER,
1081,TATAPOWER,Mar 2020,7375,-493,-5110,1773,TATAPOWER,
1082,TATAPOWER,Mar 2021,8345,993,-7603,1736,TATAPOWER,
1083,TATAPOWER,Mar 2022,6693,-6250,-1183,-741,TATAPOWER,
1084,TATAPOWER,Mar 2023,7166,-7263,1341,1243,TATAPOWER,
1085,TATAPOWER,Mar 2024,12596,-9027,-4497,-928,TATAPOWER,
1086,TATASTEEL,Mar 2013,14035,-13099,-1780,-844,TATASTEEL,
1087,TATASTEEL,Mar 2014,13146,-15378,1015,-1218,TATASTEEL,
1088,TATASTEEL,Mar 2015,11880,-9021,-2617,241,TATASTEEL,
1089,TATASTEEL,Mar 2016,11455,-8794,-4729,-2068,TATASTEEL,
1090,TATASTEEL,Mar 2017,10824,-9490,-2579,-1245,TATASTEEL,
1091,TATASTEEL,Mar 2018,8023,-11730,6640,2933,TATASTEEL,
1092,TATASTEEL,Mar 2019,25336,-29176,-673,-4513,TATASTEEL,
1093,TATASTEEL,Mar 2020,20169,-14012,-1695,4462,TATASTEEL,
1094,TATASTEEL,Mar 2021,44327,-9437,-37090,-2200,TATASTEEL,
1095,TATASTEEL,Mar 2022,44381,-10905,-23401,10075,TATASTEEL,
1096,TATASTEEL,Mar 2023,21683,-18179,-6981,-3477,TATASTEEL,
1097,TATASTEEL,Mar 2024,20301,-14253,-11097,-5049,TATASTEEL,
1098,TCS,Mar 2013,11615,-6038,-5729,-152,TCS,
1099,TCS,Mar 2014,14751,-9452,-5673,-374,TCS,
1100,TCS,Mar 2015,19369,-1807,-17168,394,TCS,
1101,TCS,Mar 2016,19109,-5010,-9666,4433,TCS,
1102,TCS,Mar 2017,25223,-16895,-11026,-2698,TCS,
1103,TCS,Mar 2018,25067,3104,-26885,1286,TCS,
1104,TCS,Mar 2019,28593,1645,-27897,2341,TCS,
1105,TCS,Mar 2020,32369,8968,-39915,1422,TCS,
1106,TCS,Mar 2021,38802,-7956,-32634,-1788,TCS,
1107,TCS,Mar 2022,39949,-738,-33581,5630,TCS,
1108,TCS,Mar 2023,41965,548,-47878,-5365,TCS,
1109,TCS,Mar 2024,44338,6091,-48536,1893,TCS,
1110,TECHM,Mar 2013,855,-622,65,298,TECHM,
1111,TECHM,Mar 2014,1596,291,-972,915,TECHM,
1112,TECHM,Mar 2015,2448,-1865,-829,-246,TECHM,
1113,TECHM,Mar 2016,3137,-1453,-496,1188,TECHM,
1114,TECHM,Mar 2017,4071,-2893,-1571,-392,TECHM,
1115,TECHM,Mar 2018,3554,-3319,-269,-35,TECHM,
1116,TECHM,Mar 2019,4432,-2104,-2251,77,TECHM,
1117,TECHM,Mar 2020,4358,1081,-4466,974,TECHM,
1118,TECHM,Mar 2021,8094,-5433,-2987,-326,TECHM,
1119,TECHM,Mar 2022,5285,480,-4667,1098,TECHM,
1120,TECHM,Mar 2023,5572,-226,-5078,267,TECHM,
1121,TECHM,Mar 2024,6376,-1318,-4767,291,TECHM,
1122,TITAN,Mar 2013,553,-142,-236,176,TITAN,
1123,TITAN,Mar 2014,-555,-271,497,-329,TITAN,
1124,TITAN,Mar 2015,503,-118,-1005,-620,TITAN,
1125,TITAN,Mar 2016,576,-159,-505,-88,TITAN,
1126,TITAN,Mar 2017,1712,-953,-166,594,TITAN,
1127,TITAN,Mar 2018,-51,98,-252,-206,TITAN,
1128,TITAN,Mar 2019,1243,-797,-489,-43,TITAN,
1129,TITAN,Mar 2020,-348,235,-242,-355,TITAN,
1130,TITAN,Mar 2021,4139,-2799,-1234,106,TITAN,
1131,TITAN,Mar 2022,-724,1165,-403,38,TITAN,
1132,TITAN,Mar 2023,1370,-1814,457,13,TITAN,
1133,TITAN,Mar 2024,1695,-189,-1329,177,TITAN,
1134,TORNTPHARM,Mar 2013,153,-247,20,-73,TORNTPHARM,
1135,TORNTPHARM,Mar 2014,599,-418,86,268,TORNTPHARM,
1136,TORNTPHARM,Mar 2015,810,-2113,1212,-90,TORNTPHARM,
1137,TORNTPHARM,Mar 2016,2742,-869,-1435,437,TORNTPHARM,
1138,TORNTPHARM,Mar 2017,1009,-798,-193,18,TORNTPHARM,
1139,TORNTPHARM,Mar 2018,894,-4677,3417,-366,TORNTPHARM,
1140,TORNTPHARM,Mar 2019,1798,-246,-1314,238,TORNTPHARM,
1141,TORNTPHARM,Mar 2020,1393,229,-1549,73,TORNTPHARM,
1142,TORNTPHARM,Mar 2021,2005,-444,-1651,-89,TORNTPHARM,
1143,TORNTPHARM,Mar 2022,1803,-196,-1781,-174,TORNTPHARM,
1144,TORNTPHARM,Mar 2023,2368,-2335,77,110,TORNTPHARM,
1145,TORNTPHARM,Mar 2024,3266,-160,-2780,327,TORNTPHARM,
1146,TRENT,Mar 2013,31,-276,147,-97,TRENT,
1147,TRENT,Mar 2014,-46,-48,-50,-145,TRENT,
1148,TRENT,Mar 2015,-10,-306,310,-6,TRENT,
1149,TRENT,Mar 2016,109,-98,-13,-2,TRENT,
1150,TRENT,Mar 2017,102,-44,-51,7,TRENT,
1151,TRENT,Mar 2018,77,-4,-74,-1,TRENT,
1152,TRENT,Mar 2019,21,-37,37,21,TRENT,
1153,TRENT,Mar 2020,361,-809,452,5,TRENT,
1154,TRENT,Mar 2021,285,18,-283,20,TRENT,
1155,TRENT,Mar 2022,58,56,-108,6,TRENT,
1156,TRENT,Mar 2023,595,-103,-491,1,TRENT,
1157,TRENT,Mar 2024,1349,-508,-629,211,TRENT,
1158,TVSMOTOR,Mar 2013,464,-120,-402,-58,TVSMOTOR,
1159,TVSMOTOR,Mar 2014,470,-235,-216,19,TVSMOTOR,
1160,TVSMOTOR,Mar 2015,83,-415,261,-71,TVSMOTOR,
1161,TVSMOTOR,Mar 2016,936,-605,-319,12,TVSMOTOR,
1162,TVSMOTOR,Mar 2017,689,-709,-59,-79,TVSMOTOR,
1163,TVSMOTOR,Mar 2018,354,-1095,897,156,TVSMOTOR,
1164,TVSMOTOR,Mar 2019,-918,-1104,2210,188,TVSMOTOR,
1165,TVSMOTOR,Mar 2020,373,-1090,1619,902,TVSMOTOR,
1166,TVSMOTOR,Mar 2021,1151,-882,264,532,TVSMOTOR,
1167,TVSMOTOR,Mar 2022,-1575,-1471,2918,532,TVSMOTOR,
1168,TVSMOTOR,Mar 2023,-4405,-1308,6118,406,TVSMOTOR,
1169,TVSMOTOR,Mar 2024,-1253,-1001,2759,505,TVSMOTOR,
1170,ULTRACEMCO,Mar 2013,3618,-4362,715,-30,ULTRACEMCO,
1171,ULTRACEMCO,Mar 2014,3455,-2342,-949,164,ULTRACEMCO,
1172,ULTRACEMCO,Mar 2015,4190,-2144,-2110,-63,ULTRACEMCO,
1173,ULTRACEMCO,Mar 2016,4526,-3673,-844,8,ULTRACEMCO,
1174,ULTRACEMCO,Mar 2017,5005,-2501,-2535,-31,ULTRACEMCO,
1175,ULTRACEMCO,Mar 2018,3888,1866,-5735,18,ULTRACEMCO,
1176,ULTRACEMCO,Mar 2019,5956,1165,-6757,364,ULTRACEMCO,
1177,ULTRACEMCO,Mar 2020,8972,-4192,-5076,-295,ULTRACEMCO,
1178,ULTRACEMCO,Mar 2021,12500,-8856,-4356,-712,ULTRACEMCO,
1179,ULTRACEMCO,Mar 2022,9283,2257,-12498,-958,ULTRACEMCO,
1180,ULTRACEMCO,Mar 2023,9069,-7188,-1631,250,ULTRACEMCO,
1181,ULTRACEMCO,Mar 2024,10898,-8789,-1926,183,ULTRACEMCO,
1182,UNIONBANK,Mar 2013,-4245,-343,5096,507,UNIONBANK,
1183,UNIONBANK,Mar 2014,2570,-363,4902,7109,UNIONBANK,
1184,UNIONBANK,Mar 2015,-3567,-318,3168,-718,UNIONBANK,
1185,UNIONBANK,Mar 2016,81,-9,-2,70,UNIONBANK,
1186,UNIONBANK,Mar 2017,-6624,-280,10194,3289,UNIONBANK,
1187,UNIONBANK,Mar 2018,6097,-315,10792,16574,UNIONBANK,
1188,UNIONBANK,Mar 2019,-7778,-297,1758,-6317,UNIONBANK,
1189,UNIONBANK,Mar 2020,-77,-4,201,121,UNIONBANK,
1190,UNIONBANK,Mar 2021,20527,-601,-18861,1066,UNIONBANK,
1191,UNIONBANK,Mar 2022,36339,-558,-786,34995,UNIONBANK,
1192,UNIONBANK,Mar 2023,6056,-2561,-10654,-7159,UNIONBANK,
1193,UNIONBANK,Mar 2024,19930,-1394,-11489,7047,UNIONBANK,
1194,UNITDSPR,Mar 2013,1969,-1121,-992,-145,UNITDSPR,
1195,UNITDSPR,Mar 2014,-552,-252,1235,431,UNITDSPR,
1196,UNITDSPR,Mar 2015,-196,3855,-4002,-343,UNITDSPR,
1197,UNITDSPR,Mar 2016,283,733,-1155,-139,UNITDSPR,
1198,UNITDSPR,Mar 2017,647,-227,-475,-56,UNITDSPR,
1199,UNITDSPR,Mar 2018,925,104,-966,63,UNITDSPR,
1200,UNITDSPR,Mar 2019,948,-66,-808,74,UNITDSPR,
1201,UNITDSPR,Mar 2020,783,-194,-740,-150,UNITDSPR,
1202,UNITDSPR,Mar 2021,1818,-99,-1707,12,UNITDSPR,
1203,UNITDSPR,Mar 2022,977,-313,-688,-23,UNITDSPR,
1204,UNITDSPR,Mar 2023,615,-55,-500,60,UNITDSPR,
1205,UNITDSPR,Mar 2024,1118,226,-407,937,UNITDSPR,
1206,VBL,Dec 2012,280,-507,229,3,VBL,
1207,VBL,Dec 2013,297,-574,274,-2,VBL,
1208,VBL,Dec 2014,431,-500,58,-11,VBL,
1209,VBL,Dec 2015,555,-300,-236,19,VBL,
1210,VBL,Dec 2016,826,-1048,230,8,VBL,
1211,VBL,Dec 2017,620,-746,159,32,VBL,
1212,VBL,Dec 2018,1000,-937,-84,-22,VBL,
1213,VBL,Dec 2019,1308,-2320,1107,95,VBL,
1214,VBL,Dec 2020,1012,-472,-574,-33,VBL,
1215,VBL,Dec 2021,1231,-1008,-178,46,VBL,
1216,VBL,Dec 2022,1790,-1769,-18,4,VBL,
1217,VBL,Dec 2023,2391,-3288,985,88,VBL,
1218,VEDL,Mar 2013,22,-311,238,-51,VEDL,
1219,VEDL,Mar 2014,15601,-2890,-5052,7659,VEDL,
1220,VEDL,Mar 2015,17805,-4133,-13956,-284,VEDL,
1221,VEDL,Mar 2016,20377,-7868,-11303,1206,VEDL,
1222,VEDL,Mar 2017,18083,2681,-12425,8339,VEDL,
1223,VEDL,Mar 2018,17366,15480,-39255,-6409,VEDL,
1224,VEDL,Mar 2019,23754,-10594,-10242,2918,VEDL,
1225,VEDL,Mar 2020,19300,-5925,-15547,-2172,VEDL,
1226,VEDL,Mar 2021,23980,-6678,-17565,-263,VEDL,
1227,VEDL,Mar 2022,34963,-2243,-28903,3817,VEDL,
1228,VEDL,Mar 2023,33065,-668,-34142,-1745,VEDL,
1229,VEDL,Mar 2024,35654,-13676,-26092,-4114,VEDL,
1230,WIPRO,Mar 2013,6394,-4536,-1140,717,WIPRO,
1231,WIPRO,Mar 2014,6790,-284,-3570,2936,WIPRO,
1232,WIPRO,Mar 2015,7840,-2537,-830,4474,WIPRO,
1233,WIPRO,Mar 2016,7887,-13761,-159,-6032,WIPRO,
1234,WIPRO,Mar 2017,9277,-11770,-2275,-4767,WIPRO,
1235,WIPRO,Mar 2018,8423,3595,-12998,-979,WIPRO,
1236,WIPRO,Mar 2019,11632,5065,-4937,11760,WIPRO,
1237,WIPRO,Mar 2020,10064,3593,-15100,-1442,WIPRO,
1238,WIPRO,Mar 2021,14755,685,-12884,2556,WIPRO,
1239,WIPRO,Mar 2022,11080,-22321,4659,-6583,WIPRO,
1240,WIPRO,Mar 2023,13060,-8169,-6088,-1197,WIPRO,
1241,WIPRO,Mar 2024,17622,1144,-18257,509,WIPRO,
1242,ZOMATO,Mar 2020,-2144,1740,359,-45,ZOMATO,
1243,ZOMATO,Mar 2021,-1018,-5245,6402,139,ZOMATO,
1244,ZOMATO,Mar 2022,-693,-7971,8750,86,ZOMATO,
1245,ZOMATO,Mar 2023,-844,797,-127,-174,ZOMATO,
1246,ZOMATO,Mar 2024,646,-348,-207,91,ZOMATO,
1247,ZYDUSLIFE,Mar 2013,603,-682,286,207,ZYDUSLIFE,
1248,ZYDUSLIFE,Mar 2014,903,-438,-529,-64,ZYDUSLIFE,
1249,ZYDUSLIFE,Mar 2015,994,-465,-351,178,ZYDUSLIFE,
1250,ZYDUSLIFE,Mar 2016,1894,-860,-935,99,ZYDUSLIFE,
1251,ZYDUSLIFE,Mar 2017,1312,-2872,2316,756,ZYDUSLIFE,
1252,ZYDUSLIFE,Mar 2018,919,-974,52,-3,ZYDUSLIFE,
1253,ZYDUSLIFE,Mar 2019,1282,-3977,1885,-811,ZYDUSLIFE,
1254,ZYDUSLIFE,Mar 2020,2932,-1004,-1528,399,ZYDUSLIFE,
1255,ZYDUSLIFE,Mar 2021,3294,-837,-2548,-90,ZYDUSLIFE,
1256,ZYDUSLIFE,Mar 2022,2104,-1018,-868,219,ZYDUSLIFE,
1257,ZYDUSLIFE,Mar 2023,2689,1542,-4400,-170,ZYDUSLIFE,
1258,ZYDUSLIFE,Mar 2024,3228,-1492,-1810,-75,ZYDUSLIFE,
